                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    557,                 0.7602,                0.53227,                 1.1358,                0.99862,                0.95161,                0.99345,                 0.8233,                0.54401,                0.39168,                0.98475,             0.00089912,             0.00089912,             0.00089912
                    558,                0.78806,                0.53338,                 1.1594,                0.98386,                0.98331,                0.99393,                0.83246,                0.56936,                0.38726,                0.99515,             0.00089714,             0.00089714,             0.00089714
                    559,                0.91213,                0.57464,                 1.2299,                0.99779,                0.96774,                0.99436,                0.85414,                0.53624,                0.37787,                 0.9796,             0.00089516,             0.00089516,             0.00089516
                    560,                0.73559,                0.52664,                 1.1227,                      1,                 0.9803,                0.99484,                0.86312,                0.50913,                0.37382,                0.96763,             0.00089318,             0.00089318,             0.00089318
                    561,                0.67724,                0.49657,                 1.0996,                      1,                 0.9803,                0.99484,                0.86312,                0.50913,                0.37382,                0.96763,              0.0008912,              0.0008912,              0.0008912
                    562,                0.70076,                0.50863,                 1.0784,                      1,                0.98249,                0.99484,                0.86088,                0.52854,                0.37421,                0.97714,             0.00088922,             0.00088922,             0.00088922
                    563,                 0.6823,                0.52637,                 1.1497,                      1,                0.99205,                  0.995,                0.85745,                0.52978,                0.38116,                0.97563,             0.00088724,             0.00088724,             0.00088724
                    564,                0.69902,                0.56771,                 1.1398,                0.99862,                      1,                  0.995,                0.85804,                0.53051,                0.38522,                0.97201,             0.00088526,             0.00088526,             0.00088526
                    565,                0.75282,                0.52251,                 1.1161,                0.99862,                      1,                  0.995,                0.85804,                0.53051,                0.38522,                0.97201,             0.00088328,             0.00088328,             0.00088328
                    566,                0.72787,                0.52954,                 1.1103,                 0.9943,                      1,                  0.995,                0.84651,                0.53949,                0.38156,                0.97429,              0.0008813,              0.0008813,              0.0008813
                    567,                0.75979,                0.55063,                 1.1338,                0.99928,                      1,                  0.995,                0.84309,                0.51913,                0.38155,                0.96349,             0.00087932,             0.00087932,             0.00087932
                    568,                0.72873,                0.54855,                 1.1359,                      1,                0.99906,                  0.995,                0.84987,                0.50613,                0.38216,                0.96034,             0.00087734,             0.00087734,             0.00087734
                    569,                0.77044,                 0.5342,                 1.1863,                      1,                0.99906,                  0.995,                0.84987,                0.50613,                0.38216,                0.96034,             0.00087536,             0.00087536,             0.00087536
                    570,                0.69282,                0.51622,                 1.0982,                0.98411,                0.99873,                0.99484,                0.86447,                 0.4983,                0.37423,                0.96194,             0.00087338,             0.00087338,             0.00087338
                    571,                0.76918,                0.58742,                 1.1609,                      1,                0.98282,                0.99484,                0.87036,                0.50445,                0.36459,                0.95852,              0.0008714,              0.0008714,              0.0008714
                    572,                0.76485,                0.53763,                 1.1049,                      1,                0.98347,                0.99484,                0.84899,                0.49981,                0.35773,                0.94988,             0.00086942,             0.00086942,             0.00086942
                    573,                0.71006,                0.49475,                 1.1515,                      1,                0.98347,                0.99484,                0.84899,                0.49981,                0.35773,                0.94988,             0.00086744,             0.00086744,             0.00086744
                    574,                0.72707,                0.50231,                  1.106,                      1,                0.99743,                  0.995,                0.84295,                0.49946,                 0.3652,                0.94874,             0.00086546,             0.00086546,             0.00086546
                    575,                0.74726,                 0.5021,                 1.0629,                      1,                0.99195,                  0.995,                0.86093,                0.49504,                0.36457,                0.95315,             0.00086348,             0.00086348,             0.00086348
                    576,                0.77092,                0.52296,                  1.147,                0.98199,                      1,                0.99452,                0.87746,                0.46469,                0.35489,                0.94362,              0.0008615,              0.0008615,              0.0008615
                    577,                0.67542,                0.49971,                 1.0689,                0.98199,                      1,                0.99452,                0.87746,                0.46469,                0.35489,                0.94362,             0.00085952,             0.00085952,             0.00085952
                    578,                0.71791,                0.48235,                 1.1462,                0.98233,                      1,                0.99452,                0.87524,                0.46489,                0.35073,                0.94019,             0.00085754,             0.00085754,             0.00085754
                    579,                0.69349,                0.48119,                 1.1117,                0.98249,                      1,                0.99452,                0.87806,                0.48284,                 0.3557,                0.95105,             0.00085556,             0.00085556,             0.00085556
                    580,                0.68793,                0.51011,                 1.1275,                0.98238,                      1,                0.99452,                0.88746,                0.48925,                0.36869,                0.96226,             0.00085358,             0.00085358,             0.00085358
                    581,                0.67334,                0.50595,                 1.0679,                0.98238,                      1,                0.99452,                0.88746,                0.48925,                0.36869,                0.96226,              0.0008516,              0.0008516,              0.0008516
                    582,                0.67166,                0.49788,                  1.078,                0.98262,                      1,                0.99452,                 0.8843,                0.45922,                 0.3677,                0.95821,             0.00084962,             0.00084962,             0.00084962
                    583,                0.65835,                0.48522,                 1.1052,                0.98263,                      1,                0.99452,                0.86326,                0.46791,                0.36304,                0.96248,             0.00084764,             0.00084764,             0.00084764
                    584,                0.69371,                0.47722,                 1.0874,                0.98193,                      1,                0.99452,                0.84429,                0.50643,                0.37803,                0.97297,             0.00084566,             0.00084566,             0.00084566
                    585,                0.59656,                0.45118,                  1.072,                0.98193,                      1,                0.99452,                0.84429,                0.50643,                0.37803,                0.97297,             0.00084368,             0.00084368,             0.00084368
                    586,                0.58886,                0.41959,                 1.0543,                0.98181,                      1,                0.99452,                0.84254,                0.50925,                0.37194,                0.97513,              0.0008417,              0.0008417,              0.0008417
                    587,                 0.6115,                0.45809,                 1.0614,                0.98235,                      1,                0.99452,                0.86382,                0.47089,                 0.3683,                0.95859,             0.00083972,             0.00083972,             0.00083972
                    588,                0.69093,                0.50137,                 1.0674,                0.98257,                      1,                0.99452,                 0.8737,                0.47954,                0.35656,                0.95453,             0.00083774,             0.00083774,             0.00083774
                    589,                0.72577,                0.50264,                 1.0479,                0.98257,                      1,                0.99452,                 0.8737,                0.47954,                0.35656,                0.95453,             0.00083576,             0.00083576,             0.00083576
                    590,                0.64429,                 0.4811,                 1.1387,                0.98244,                      1,                0.99452,                0.87762,                0.44865,                 0.3495,                0.94571,             0.00083378,             0.00083378,             0.00083378
                    591,                0.66415,                0.46882,                 1.0808,                0.98277,                      1,                0.99452,                0.87918,                0.42168,                0.34684,                0.94206,              0.0008318,              0.0008318,              0.0008318
                    592,                0.74295,                0.52866,                 1.1259,                0.98289,                      1,                0.99405,                0.86966,                0.47466,                0.33934,                0.96072,             0.00082982,             0.00082982,             0.00082982
                    593,                0.78768,                0.54092,                 1.1617,                0.98289,                      1,                0.99405,                0.86966,                0.47466,                0.33934,                0.96072,             0.00082784,             0.00082784,             0.00082784
                    594,                0.82443,                0.54568,                  1.111,                  0.983,                      1,                0.99405,                 0.8563,                0.52086,                0.34524,                0.97114,             0.00082586,             0.00082586,             0.00082586
                    595,                0.75085,                0.51179,                 1.0799,                0.98302,                      1,                0.99437,                0.85712,                0.51697,                0.34786,                0.95783,             0.00082388,             0.00082388,             0.00082388
                    596,                0.73971,                0.50355,                 1.0713,                0.98304,                      1,                0.99437,                0.86688,                0.49403,                0.35068,                0.93831,              0.0008219,              0.0008219,              0.0008219
                    597,                0.67779,                0.49174,                 1.1039,                0.98304,                      1,                0.99437,                0.86688,                0.49403,                0.35068,                0.93831,             0.00081992,             0.00081992,             0.00081992
                    598,                0.74737,                0.48629,                  1.075,                0.98316,                      1,                0.99452,                0.86766,                0.48617,                0.34996,                0.93509,             0.00081794,             0.00081794,             0.00081794
                    599,                 0.7038,                0.51032,                 1.0795,                0.98325,                      1,                0.99484,                 0.8753,                0.49211,                0.34464,                0.93836,             0.00081596,             0.00081596,             0.00081596
                    600,                0.65396,                0.47951,                 1.1041,                0.98254,                      1,                0.99484,                0.87309,                0.46102,                0.34127,                0.93056,             0.00081398,             0.00081398,             0.00081398
                    601,                0.64476,                0.46037,                 1.1108,                0.98254,                      1,                0.99484,                0.87309,                0.46102,                0.34127,                0.93056,               0.000812,               0.000812,               0.000812
                    602,                0.63169,                0.43691,                 1.0874,                0.99135,                      1,                  0.995,                0.88393,                0.44274,                0.33555,                0.92951,             0.00081002,             0.00081002,             0.00081002
                    603,                0.66168,                0.43852,                 1.0227,                      1,                0.99658,                  0.995,                0.87639,                 0.4489,                0.32727,                 0.9354,             0.00080804,             0.00080804,             0.00080804
                    604,                0.74124,                  0.522,                 1.1524,                      1,                0.99707,                  0.995,                0.88842,                0.43402,                0.32863,                0.92796,             0.00080606,             0.00080606,             0.00080606
                    605,                0.69447,                 0.5053,                 1.0758,                      1,                0.99707,                  0.995,                0.88842,                0.43402,                0.32863,                0.92796,             0.00080408,             0.00080408,             0.00080408
                    606,                0.68097,                0.46947,                 1.0867,                      1,                0.99652,                  0.995,                0.89066,                0.42165,                0.33946,                0.91919,              0.0008021,              0.0008021,              0.0008021
                    607,                0.68553,                0.45843,                  1.073,                0.99498,                      1,                  0.995,                0.87282,                0.43907,                0.33926,                 0.9268,             0.00080012,             0.00080012,             0.00080012
                    608,                0.73157,                0.51219,                 1.0744,                0.98302,                      1,                  0.995,                0.85566,                0.47554,                0.35626,                0.94015,             0.00079814,             0.00079814,             0.00079814
                    609,                 0.7384,                 0.5295,                  1.118,                0.98302,                      1,                  0.995,                0.85566,                0.47554,                0.35626,                0.94015,             0.00079616,             0.00079616,             0.00079616
                    610,                0.71223,                0.46781,                 1.1107,                 0.9824,                      1,                0.99452,                0.85648,                0.48793,                0.36439,                0.93672,             0.00079418,             0.00079418,             0.00079418
                    611,                0.76992,                0.55299,                 1.1378,                0.98321,                      1,                0.99452,                0.86679,                 0.4673,                0.37121,                0.92953,              0.0007922,              0.0007922,              0.0007922
                    612,                0.69283,                0.48865,                   1.09,                0.98412,                0.99953,                0.99452,                0.88041,                0.45416,                0.35307,                  0.929,             0.00079022,             0.00079022,             0.00079022
                    613,                0.67331,                0.48666,                 1.0543,                0.98412,                0.99953,                0.99452,                0.88041,                0.45416,                0.35307,                  0.929,             0.00078824,             0.00078824,             0.00078824
                    614,                0.68874,                0.50064,                 1.1017,                0.98411,                0.99882,                0.99437,                0.86621,                0.46121,                0.34652,                0.93677,             0.00078626,             0.00078626,             0.00078626
                    615,                0.64327,                0.45053,                 1.0702,                 0.9687,                0.99831,                 0.9942,                0.85987,                0.48176,                0.34757,                0.94475,             0.00078428,             0.00078428,             0.00078428
                    616,                0.67307,                0.47702,                 1.0751,                 0.9687,                0.99822,                 0.9942,                 0.8539,                0.48872,                0.34694,                0.94778,              0.0007823,              0.0007823,              0.0007823
                    617,                0.67096,                 0.4907,                 1.1259,                 0.9687,                0.99822,                 0.9942,                 0.8539,                0.48872,                0.34694,                0.94778,             0.00078032,             0.00078032,             0.00078032
                    618,                0.62576,                0.46244,                 1.1084,                 0.9681,                      1,                 0.9942,                0.85897,                 0.4793,                0.34567,                0.94641,             0.00077834,             0.00077834,             0.00077834
                    619,                0.67335,                0.50121,                 1.0617,                0.98363,                0.96916,                0.99436,                0.87994,                0.45961,                0.34437,                0.94068,             0.00077636,             0.00077636,             0.00077636
                    620,                0.72724,                0.51556,                 1.0966,                0.98405,                0.99523,                0.99452,                0.88367,                 0.4413,                0.34006,                0.93568,             0.00077438,             0.00077438,             0.00077438
                    621,                0.64546,                0.46216,                  1.037,                0.98405,                0.99523,                0.99452,                0.88367,                 0.4413,                0.34006,                0.93568,              0.0007724,              0.0007724,              0.0007724
                    622,                0.69084,                0.47152,                 1.0932,                0.98406,                0.99595,                0.99452,                0.88523,                0.42866,                0.33983,                0.93252,             0.00077042,             0.00077042,             0.00077042
                    623,                0.64114,                0.46107,                 1.0682,                0.98412,                0.99956,                0.99452,                0.86582,                0.44342,                0.34009,                 0.9363,             0.00076844,             0.00076844,             0.00076844
                    624,                0.61742,                0.45066,                 1.0656,                0.98193,                      1,                0.99452,                0.84807,                0.47747,                0.34618,                0.94984,             0.00076646,             0.00076646,             0.00076646
                    625,                0.71315,                0.48378,                 1.1241,                0.98193,                      1,                0.99452,                0.84807,                0.47747,                0.34618,                0.94984,             0.00076448,             0.00076448,             0.00076448
                    626,                0.64025,                0.46052,                 1.1177,                0.97001,                      1,                0.99452,                 0.8529,                0.46133,                0.34436,                0.94455,              0.0007625,              0.0007625,              0.0007625
                    627,                 0.6036,                0.44061,                 1.0847,                      1,                 0.9828,                0.99484,                0.87796,                0.41431,                0.33804,                0.92774,             0.00076052,             0.00076052,             0.00076052
                    628,                0.67073,                0.47188,                 1.0322,                0.99914,                0.98387,                0.99469,                0.87884,                0.41179,                0.33738,                0.92179,             0.00075854,             0.00075854,             0.00075854
                    629,                0.71673,                0.50058,                 1.0987,                0.99914,                0.98387,                0.99469,                0.87884,                0.41179,                0.33738,                0.92179,             0.00075656,             0.00075656,             0.00075656
                    630,                0.73452,                0.49174,                 1.0582,                 0.9996,                0.98387,                0.99469,                0.89006,                0.41495,                0.32228,                0.92325,             0.00075458,             0.00075458,             0.00075458
                    631,                0.62458,                0.45559,                 1.1043,                0.98184,                      1,                0.99484,                0.89535,                0.42283,                0.32374,                0.92882,              0.0007526,              0.0007526,              0.0007526
                    632,                0.59632,                0.47838,                 1.1601,                0.98171,                      1,                0.99452,                0.87873,                 0.4456,                0.32154,                0.93162,             0.00075062,             0.00075062,             0.00075062
                    633,                0.72908,                0.49646,                 1.1022,                0.98171,                      1,                0.99452,                0.87873,                 0.4456,                0.32154,                0.93162,             0.00074864,             0.00074864,             0.00074864
                    634,                0.60226,                0.45392,                 1.0519,                0.98253,                      1,                0.99452,                0.87817,                0.46189,                0.32131,                0.93114,             0.00074666,             0.00074666,             0.00074666
                    635,                0.61853,                0.44487,                 1.0691,                0.98308,                      1,                0.99452,                0.88735,                0.47031,                0.32697,                0.93362,             0.00074468,             0.00074468,             0.00074468
                    636,                0.60795,                0.42608,                 1.0352,                0.98184,                      1,                0.99452,                0.88687,                0.47853,                0.33893,                0.93727,              0.0007427,              0.0007427,              0.0007427
                    637,                0.66323,                0.49959,                 1.1009,                0.98184,                      1,                0.99452,                0.88687,                0.47853,                0.33893,                0.93727,             0.00074072,             0.00074072,             0.00074072
                    638,                0.67817,                0.49807,                 1.0664,                0.98234,                      1,                0.99452,                0.89387,                0.45212,                0.33289,                0.92787,             0.00073874,             0.00073874,             0.00073874
                    639,                0.64308,                0.45207,                 1.0301,                 0.9841,                0.99819,                0.99452,                0.89105,                0.43579,                0.32943,                 0.9229,             0.00073676,             0.00073676,             0.00073676
                    640,                0.67417,                0.48295,                 1.1113,                0.98409,                0.99795,                0.99452,                0.89052,                0.43099,                0.33556,                0.92299,             0.00073478,             0.00073478,             0.00073478
                    641,                0.65625,                0.45728,                 1.0938,                0.98409,                0.99795,                0.99452,                0.89052,                0.43099,                0.33556,                0.92299,              0.0007328,              0.0007328,              0.0007328
                    642,                 0.6579,                0.49384,                 1.0859,                0.98411,                0.99923,                0.99452,                0.89205,                0.42447,                 0.3379,                0.92048,             0.00073082,             0.00073082,             0.00073082
                    643,                0.67785,                 0.5022,                 1.0988,                0.98226,                      1,                0.99484,                0.89203,                0.43096,                0.33966,                 0.9229,             0.00072884,             0.00072884,             0.00072884
                    644,                0.66122,                0.48046,                 1.0572,                0.98056,                      1,                0.99484,                0.88824,                0.43927,                0.34231,                0.92883,             0.00072686,             0.00072686,             0.00072686
                    645,                0.63387,                0.46743,                 1.0775,                0.98056,                      1,                0.99484,                0.88824,                0.43927,                0.34231,                0.92883,             0.00072488,             0.00072488,             0.00072488
                    646,                 0.6103,                0.45758,                 1.0589,                0.99384,                      1,                  0.995,                0.89175,                 0.4466,                 0.3417,                0.93904,              0.0007229,              0.0007229,              0.0007229
                    647,                0.77979,                0.53916,                 1.1717,                0.99282,                      1,                  0.995,                0.90045,                0.43758,                0.33453,                0.93826,             0.00072092,             0.00072092,             0.00072092
                    648,                0.61851,                0.45039,                 1.0566,                0.99329,                      1,                  0.995,                 0.9051,                0.42829,                0.32259,                0.92931,             0.00071894,             0.00071894,             0.00071894
                    649,                0.64829,                0.48255,                 1.0523,                0.99329,                      1,                  0.995,                 0.9051,                0.42829,                0.32259,                0.92931,             0.00071696,             0.00071696,             0.00071696
                    650,                0.58777,                0.45562,                 1.0798,                0.99643,                      1,                  0.995,                0.89759,                0.43671,                0.32498,                0.92898,             0.00071498,             0.00071498,             0.00071498
                    651,                0.63699,                0.46048,                 1.0546,                      1,                0.99464,                  0.995,                0.88764,                0.44284,                0.32115,                0.92968,               0.000713,               0.000713,               0.000713
                    652,                0.58772,                0.44665,                 1.0359,                0.98163,                      1,                0.99484,                0.89086,                0.44128,                 0.3179,                 0.9273,             0.00071102,             0.00071102,             0.00071102
                    653,                0.65373,                 0.4463,                 1.0218,                0.98163,                      1,                0.99484,                0.89086,                0.44128,                 0.3179,                 0.9273,             0.00070904,             0.00070904,             0.00070904
                    654,                0.61255,                0.44205,                 1.0899,                 0.9821,                      1,                0.99484,                0.89981,                0.42746,                0.31856,                0.92542,             0.00070706,             0.00070706,             0.00070706
                    655,                 0.6314,                0.44629,                 1.0746,                0.98219,                      1,                0.99484,                0.90727,                0.41118,                0.31907,                0.92462,             0.00070508,             0.00070508,             0.00070508
                    656,                0.60513,                0.43753,                 1.0321,                0.98238,                      1,                0.99484,                0.91099,                0.39936,                0.32358,                 0.9234,              0.0007031,              0.0007031,              0.0007031
                    657,                  0.643,                0.48274,                 1.0604,                0.98238,                      1,                0.99484,                0.91099,                0.39936,                0.32358,                 0.9234,             0.00070112,             0.00070112,             0.00070112
                    658,                0.66419,                0.48855,                 1.0256,                 0.9821,                      1,                0.99452,                0.91357,                 0.3886,                0.32519,                0.92291,             0.00069914,             0.00069914,             0.00069914
                    659,                0.61222,                0.43829,                 1.1012,                0.98225,                      1,                0.99452,                0.90499,                0.38774,                0.32023,                0.92439,             0.00069716,             0.00069716,             0.00069716
                    660,                  0.619,                0.43454,                  1.046,                0.98236,                      1,                0.99452,                0.89086,                0.39419,                0.33602,                0.92429,             0.00069518,             0.00069518,             0.00069518
                    661,                0.65711,                0.47439,                 1.0679,                0.98236,                      1,                0.99452,                0.89086,                0.39419,                0.33602,                0.92429,              0.0006932,              0.0006932,              0.0006932
                    662,                0.64702,                0.51854,                 1.0599,                0.98245,                      1,                0.99484,                0.87019,                0.41055,                0.35102,                0.92654,             0.00069122,             0.00069122,             0.00069122
                    663,                0.63721,                0.46149,                 1.0168,                0.98248,                      1,                0.99484,                0.86021,                0.42664,                0.34834,                0.92615,             0.00068924,             0.00068924,             0.00068924
                    664,                0.66408,                0.45292,                 1.0282,                0.98234,                      1,                0.99484,                0.87192,                0.42153,                0.32835,                0.92622,             0.00068726,             0.00068726,             0.00068726
                    665,                0.67158,                 0.4991,                  1.098,                0.98234,                      1,                0.99484,                0.87192,                0.42153,                0.32835,                0.92622,             0.00068528,             0.00068528,             0.00068528
                    666,                0.61962,                0.46767,                 1.0677,                0.98164,                      1,                0.99484,                0.89464,                0.40534,                0.31802,                0.92562,              0.0006833,              0.0006833,              0.0006833
                    667,                0.72084,                0.50156,                  1.132,                0.98114,                      1,                0.99484,                0.90177,                0.39691,                0.31709,                0.92608,             0.00068132,             0.00068132,             0.00068132
                    668,                 0.5913,                0.44255,                 1.0559,                0.98748,                      1,                  0.995,                0.91126,                0.38447,                0.30844,                0.92057,             0.00067934,             0.00067934,             0.00067934
                    669,                0.72223,                0.52251,                 1.1139,                0.98748,                      1,                  0.995,                0.91126,                0.38447,                0.30844,                0.92057,             0.00067736,             0.00067736,             0.00067736
                    670,                0.66773,                0.45807,                0.99622,                0.98188,                      1,                0.99484,                0.91664,                0.37853,                0.30522,                0.92059,             0.00067538,             0.00067538,             0.00067538
                    671,                0.63836,                0.47086,                 1.0556,                0.98209,                      1,                0.99484,                0.90773,                0.39071,                0.30836,                0.92187,              0.0006734,              0.0006734,              0.0006734
                    672,                0.57097,                0.43845,                 1.0197,                 0.9819,                      1,                0.99452,                 0.9005,                0.40029,                0.31792,                0.92606,             0.00067142,             0.00067142,             0.00067142
                    673,                0.62469,                0.43778,                 1.0572,                 0.9819,                      1,                0.99452,                 0.9005,                0.40029,                0.31792,                0.92606,             0.00066944,             0.00066944,             0.00066944
                    674,                0.58831,                0.42937,                 1.0934,                  0.982,                      1,                0.99452,                0.90487,                0.42019,                 0.3243,                 0.9414,             0.00066746,             0.00066746,             0.00066746
                    675,                0.60898,                0.43024,                 1.0326,                0.98311,                      1,                0.99452,                0.90278,                0.41629,                 0.3141,                0.93924,             0.00066548,             0.00066548,             0.00066548
                    676,                0.72959,                0.48223,                 1.1165,                0.98412,                0.99963,                0.99484,                0.89705,                0.41464,                0.32231,                0.92546,              0.0006635,              0.0006635,              0.0006635
                    677,                0.67467,                0.45475,                 1.0787,                0.98412,                0.99963,                0.99484,                0.89705,                0.41464,                0.32231,                0.92546,             0.00066152,             0.00066152,             0.00066152
                    678,                0.64213,                0.44276,                 1.0502,                0.98379,                      1,                0.99484,                  0.898,                0.42084,                 0.3271,                 0.9097,             0.00065954,             0.00065954,             0.00065954
                    679,                0.65355,                 0.4442,                  1.069,                0.98228,                      1,                0.99484,                0.89242,                0.43899,                0.32243,                0.91152,             0.00065756,             0.00065756,             0.00065756
                    680,                0.64521,                0.43615,                0.99232,                      1,                 0.9829,                0.99484,                0.88039,                0.43854,                0.32015,                0.91955,             0.00065558,             0.00065558,             0.00065558
                    681,                0.58673,                0.42662,                 1.0503,                      1,                 0.9829,                0.99484,                0.88039,                0.43854,                0.32015,                0.91955,              0.0006536,              0.0006536,              0.0006536
                    682,                0.61122,                0.42315,                 1.0139,                      1,                0.98374,                0.99484,                0.88425,                0.42009,                0.31856,                   0.92,             0.00065162,             0.00065162,             0.00065162
                    683,                0.57621,                0.41728,                 1.0445,                      1,                0.98301,                0.99454,                0.90572,                0.40913,                0.32111,                   0.92,             0.00064964,             0.00064964,             0.00064964
                    684,                0.59923,                0.42706,                 1.0722,                      1,                0.98065,                0.99454,                 0.9002,                0.41124,                0.32834,                0.91908,             0.00064766,             0.00064766,             0.00064766
                    685,                0.62718,                0.48774,                 1.0625,                      1,                0.98065,                0.99454,                 0.9002,                0.41124,                0.32834,                0.91908,             0.00064568,             0.00064568,             0.00064568
                    686,                0.61635,                0.46932,                 1.0622,                      1,                0.97958,                0.99469,                0.89805,                0.41274,                0.33166,                0.91805,              0.0006437,              0.0006437,              0.0006437
                    687,                0.62316,                0.46894,                 1.0542,                 0.9827,                      1,                0.99484,                 0.8901,                0.41385,                0.33723,                0.92101,             0.00064172,             0.00064172,             0.00064172
                    688,                 0.6601,                0.46346,                 1.0244,                0.98411,                0.99924,                0.99452,                 0.8937,                0.41171,                0.33452,                0.92178,             0.00063974,             0.00063974,             0.00063974
                    689,                0.67173,                0.45536,                 1.0646,                0.98411,                0.99924,                0.99452,                 0.8937,                0.41171,                0.33452,                0.92178,             0.00063776,             0.00063776,             0.00063776
                    690,                0.59851,                0.42576,                 1.0647,                0.98406,                0.99595,                0.99452,                0.89826,                0.41033,                0.32961,                0.92152,             0.00063578,             0.00063578,             0.00063578
